"data for Bass_river(wet)" 
1.0  ! stepsize (days) 
ST1: 8035 time steps 
ST2 
ST3 
*  ! list directed format ok here 
Rain (mm),ET(mm),Runoff (mm/day),Date
24.58,5.2,0.646,23/11/1996
22.22,5.2,0.789,24/11/1996
10.55125,5.2,0.695,25/11/1996
1.5,5.2,0.795,26/11/1996
0,5.2,0.572,27/11/1996
0,5.2,0.398,28/11/1996
0,5.2,0.299,29/11/1996
0,5.2,0.249,30/11/1996
0.00625,5.838709677,0.208, 1/12/1996
1.16,5.838709677,0.186, 2/12/1996
11.44375,5.838709677,0.18, 3/12/1996
25.175,5.838709677,0.305, 4/12/1996
11.235,5.838709677,0.445, 5/12/1996
3.73125,5.838709677,0.429, 6/12/1996
18.62625,5.838709677,0.348, 7/12/1996
10.16375,5.838709677,0.931, 8/12/1996
0.205,5.838709677,0.7, 9/12/1996
0.01,5.838709677,0.494,10/12/1996
11.3725,5.838709677,0.421,11/12/1996
8.75875,5.838709677,0.782,12/12/1996
1.1625,5.838709677,0.991,13/12/1996
0,5.838709677,0.608,14/12/1996
0,5.838709677,0.469,15/12/1996
0,5.838709677,0.375,16/12/1996
0.00625,5.838709677,0.313,17/12/1996
10.385,5.838709677,0.571,18/12/1996
6.22875,5.838709677,0.945,19/12/1996
8.01875,5.838709677,0.613,20/12/1996
4.81125,5.838709677,0.525,21/12/1996
0,5.838709677,0.589,22/12/1996
0,5.838709677,0.46,23/12/1996
0,5.838709677,0.377,24/12/1996
0,5.838709677,0.31,25/12/1996
0,5.838709677,0.29,26/12/1996
4.2625,5.838709677,0.277,27/12/1996
5.03875,5.838709677,0.289,28/12/1996
1.51375,5.838709677,0.38,29/12/1996
6.07125,5.838709677,0.34,30/12/1996
6.90875,5.838709677,0.287,31/12/1996
19.3525,5.548387097,0.439, 1/01/1997
11.1325,5.548387097,0.537, 2/01/1997
5.61375,5.548387097,0.656, 3/01/1997
4.0725,5.548387097,0.584, 4/01/1997
1.28,5.548387097,0.569, 5/01/1997
0.59875,5.548387097,0.469, 6/01/1997
0.105,5.548387097,0.393, 7/01/1997
0,5.548387097,0.336, 8/01/1997
0.025,5.548387097,0.297, 9/01/1997
5.69,5.548387097,0.271,10/01/1997
5.33625,5.548387097,0.257,11/01/1997
2.2275,5.548387097,0.251,12/01/1997
1.04125,5.548387097,0.25,13/01/1997
0.24,5.548387097,0.245,14/01/1997
0,5.548387097,0.219,15/01/1997
0,5.548387097,0.197,16/01/1997
7.8375,5.548387097,0.195,17/01/1997
6.04,5.548387097,0.195,18/01/1997
2.515,5.548387097,0.215,19/01/1997
4.39625,5.548387097,0.24,20/01/1997
2.03375,5.548387097,0.24,21/01/1997
0.0075,5.548387097,0.23,22/01/1997
0,5.548387097,0.211,23/01/1997
12.70625,5.548387097,0.195,24/01/1997
36.1675,5.548387097,0.258,25/01/1997
30.45125,5.548387097,5.589,26/01/1997
62.57,5.548387097,21.569,27/01/1997
35.12,5.548387097,13.036,28/01/1997
4.40625,5.548387097,5.419,29/01/1997
10.40125,5.548387097,3.489,30/01/1997
5.28,5.548387097,3.055,31/01/1997
3.21125,5.25,2.343, 1/02/1997
1.92375,5.25,1.933, 2/02/1997
1.29125,5.25,1.731, 3/02/1997
0.76125,5.25,1.466, 4/02/1997
0,5.25,1.291, 5/02/1997
0,5.25,1.153, 6/02/1997
0,5.25,1.017, 7/02/1997
0,5.25,0.926, 8/02/1997
0,5.25,0.832, 9/02/1997
0,5.25,0.762,10/02/1997
0,5.25,0.701,11/02/1997
0,5.25,0.632,12/02/1997
7.1625,5.25,0.599,13/02/1997
26.59125,5.25,0.839,14/02/1997
17.62625,5.25,1.551,15/02/1997
34.2375,5.25,5.279,16/02/1997
20.4125,5.25,6.891,17/02/1997
18.07125,5.25,5.802,18/02/1997
12.55125,5.25,4.936,19/02/1997
1.3275,5.25,3.007,20/02/1997
0,5.25,2.285,21/02/1997
0,5.25,1.853,22/02/1997
0,5.25,1.57,23/02/1997
0,5.25,1.394,24/02/1997
0.1125,5.25,1.249,25/02/1997
6.23625,5.25,1.137,26/02/1997
25.7575,5.25,2.049,27/02/1997
20.465,5.25,2.453,28/02/1997
4.33875,4.580645161,1.775, 1/03/1997
0,4.580645161,1.435, 2/03/1997
0,4.580645161,1.251, 3/03/1997
0,4.580645161,1.099, 4/03/1997
5.1375,4.580645161,0.992, 5/03/1997
18.32625,4.580645161,1.068, 6/03/1997
10.79625,4.580645161,2.057, 7/03/1997
1.015,4.580645161,1.474, 8/03/1997
9.30875,4.580645161,1.266, 9/03/1997
10.55125,4.580645161,1.343,10/03/1997
7.51,4.580645161,1.466,11/03/1997
2.7275,4.580645161,1.432,12/03/1997
0.0075,4.580645161,1.262,13/03/1997
0,4.580645161,1.123,14/03/1997
0,4.580645161,1.005,15/03/1997
0,4.580645161,0.915,16/03/1997
0,4.580645161,0.833,17/03/1997
0,4.580645161,0.767,18/03/1997
0,4.580645161,0.718,19/03/1997
0,4.580645161,0.67,20/03/1997
2.8625,4.580645161,0.633,21/03/1997
6.355,4.580645161,0.68,22/03/1997
2.7825,4.580645161,0.69,23/03/1997
0,4.580645161,0.615,24/03/1997
1.6375,4.580645161,0.556,25/03/1997
0.98875,4.580645161,0.526,26/03/1997
0.00375,4.580645161,0.51,27/03/1997
0,4.580645161,0.507,28/03/1997
0.18125,4.580645161,0.499,29/03/1997
0.10875,4.580645161,0.482,30/03/1997
11.3375,4.580645161,0.515,31/03/1997
6.84625,3.433333333,0.534, 1/04/1997
0.02625,3.433333333,0.483, 2/04/1997
0,3.433333333,0.444, 3/04/1997
0.525,3.433333333,0.414, 4/04/1997
0.33375,3.433333333,0.397, 5/04/1997
0.01125,3.433333333,0.377, 6/04/1997
4.6625,3.433333333,0.355, 7/04/1997
2.7975,3.433333333,0.348, 8/04/1997
0,3.433333333,0.372, 9/04/1997
0,3.433333333,0.34,10/04/1997
0,3.433333333,0.325,11/04/1997
7.9125,3.433333333,0.322,12/04/1997
7.4475,3.433333333,0.33,13/04/1997
1.945,3.433333333,0.401,14/04/1997
2.47625,3.433333333,0.392,15/04/1997
3.2875,3.433333333,0.365,16/04/1997
1.15125,3.433333333,0.365,17/04/1997
0,3.433333333,0.341,18/04/1997
0.025,3.433333333,0.319,19/04/1997
0.015,3.433333333,0.306,20/04/1997
0,3.433333333,0.294,21/04/1997
0,3.433333333,0.282,22/04/1997
0,3.433333333,0.271,23/04/1997
0,3.433333333,0.257,24/04/1997
0.625,3.433333333,0.25,25/04/1997
2.9875,3.433333333,0.247,26/04/1997
1.57375,3.433333333,0.251,27/04/1997
0.00375,3.433333333,0.252,28/04/1997
0.20625,3.433333333,0.244,29/04/1997
11.61125,3.433333333,0.239,30/04/1997
10.555,2.290322581,0.403, 1/05/1997
17.90375,2.290322581,0.553, 2/05/1997
29.3175,2.290322581,0.946, 3/05/1997
26.155,2.290322581,2.332, 4/05/1997
13.2875,2.290322581,5.22, 5/05/1997
15.01,2.290322581,2.052, 6/05/1997
10.1,2.290322581,1.85, 7/05/1997
8.78375,2.290322581,1.67, 8/05/1997
4.26,2.290322581,1.567, 9/05/1997
0,2.290322581,1.294,10/05/1997
0,2.290322581,1.042,11/05/1997
0,2.290322581,0.868,12/05/1997
4.95,2.290322581,0.749,13/05/1997
3.0575,2.290322581,0.718,14/05/1997
9.77125,2.290322581,0.694,15/05/1997
25.25,2.290322581,1.419,16/05/1997
17.0325,2.290322581,3.552,17/05/1997
3.22875,2.290322581,3.436,18/05/1997
0,2.290322581,2.072,19/05/1997
0,2.290322581,1.573,20/05/1997
0,2.290322581,1.351,21/05/1997
0,2.290322581,1.187,22/05/1997
0.40625,2.290322581,1.088,23/05/1997
1.85,2.290322581,1.022,24/05/1997
0.96375,2.290322581,0.965,25/05/1997
0,2.290322581,0.883,26/05/1997
0,2.290322581,0.826,27/05/1997
0,2.290322581,0.773,28/05/1997
0,2.290322581,0.727,29/05/1997
8.38125,2.290322581,0.731,30/05/1997
14.31625,2.290322581,1.312,31/05/1997
5.69125,1.8,1.104, 1/06/1997
0.15875,1.8,0.85, 2/06/1997
0.07125,1.8,0.754, 3/06/1997
1.63,1.8,0.703, 4/06/1997
2.19625,1.8,0.692, 5/06/1997
0.735,1.8,0.661, 6/06/1997
0,1.8,0.626, 7/06/1997
0,1.8,0.596, 8/06/1997
0.46875,1.8,0.565, 9/06/1997
0.7875,1.8,0.547,10/06/1997
0.30375,1.8,0.539,11/06/1997
0,1.8,0.526,12/06/1997
0.0875,1.8,0.521,13/06/1997
0.0525,1.8,0.513,14/06/1997
0,1.8,0.494,15/06/1997
24.46875,1.8,0.627,16/06/1997
15.4625,1.8,1.905,17/06/1997
6.1625,1.8,1.066,18/06/1997
15.69125,1.8,1.025,19/06/1997
10.94,1.8,1.751,20/06/1997
12.7825,1.8,1.981,21/06/1997
6.47,1.8,3.762,22/06/1997
0.14,1.8,2.303,23/06/1997
0.0525,1.8,1.783,24/06/1997
0.03125,1.8,1.52,25/06/1997
0.01875,1.8,1.387,26/06/1997
0,1.8,1.257,27/06/1997
7.51875,1.8,1.206,28/06/1997
4.6425,1.8,1.35,29/06/1997
0.47875,1.8,1.147,30/06/1997
0.89,1.774193548,1.069, 1/07/1997
0.39,1.774193548,1.004, 2/07/1997
0,1.774193548,0.94, 3/07/1997
0.0875,1.774193548,0.862, 4/07/1997
1.12125,1.774193548,0.822, 5/07/1997
8.56,1.774193548,0.82, 6/07/1997
9.7075,1.774193548,1.338, 7/07/1997
2.97375,1.774193548,1.235, 8/07/1997
0,1.774193548,1.023, 9/07/1997
0,1.774193548,0.909,10/07/1997
1.0625,1.774193548,0.822,11/07/1997
6.975,1.774193548,0.806,12/07/1997
5.60875,1.774193548,0.884,13/07/1997
1.08375,1.774193548,0.979,14/07/1997
0,1.774193548,0.882,15/07/1997
0,1.774193548,0.805,16/07/1997
1.3375,1.774193548,0.76,17/07/1997
2.2275,1.774193548,0.725,18/07/1997
4.79875,1.774193548,0.725,19/07/1997
2.635,1.774193548,0.764,20/07/1997
1.08,1.774193548,0.772,21/07/1997
0.55125,1.774193548,0.712,22/07/1997
7.7375,1.774193548,0.686,23/07/1997
5.87375,1.774193548,0.721,24/07/1997
3.945,1.774193548,0.884,25/07/1997
1.955,1.774193548,0.928,26/07/1997
0.025,1.774193548,0.881,27/07/1997
0.00375,1.774193548,0.781,28/07/1997
1.6875,1.774193548,0.709,29/07/1997
28.73125,1.774193548,2.016,30/07/1997
17.225,1.774193548,3.893,31/07/1997
0.35625,2.225806452,2.072, 1/08/1997
0,2.225806452,1.555, 2/08/1997
0.0375,2.225806452,1.383, 3/08/1997
0.71625,2.225806452,1.275, 4/08/1997
0.685,2.225806452,1.208, 5/08/1997
0.16125,2.225806452,1.116, 6/08/1997
0.18125,2.225806452,1.056, 7/08/1997
0.10875,2.225806452,0.984, 8/08/1997
0,2.225806452,0.907, 9/08/1997
0,2.225806452,0.83,10/08/1997
0,2.225806452,0.781,11/08/1997
0,2.225806452,0.752,12/08/1997
0,2.225806452,0.708,13/08/1997
0,2.225806452,0.677,14/08/1997
0.175,2.225806452,0.658,15/08/1997
0.105,2.225806452,0.643,16/08/1997
0,2.225806452,0.622,17/08/1997
0,2.225806452,0.597,18/08/1997
0.00625,2.225806452,0.583,19/08/1997
0.49125,2.225806452,0.574,20/08/1997
1.79875,2.225806452,0.564,21/08/1997
1.44125,2.225806452,0.563,22/08/1997
0.3225,2.225806452,0.562,23/08/1997
0,2.225806452,0.544,24/08/1997
0,2.225806452,0.499,25/08/1997
0,2.225806452,0.465,26/08/1997
0,2.225806452,0.443,27/08/1997
0,2.225806452,0.433,28/08/1997
0.5,2.225806452,0.418,29/08/1997
0.3,2.225806452,0.42,30/08/1997
0.0875,2.225806452,0.442,31/08/1997
0.8275,3.233333333,0.41, 1/09/1997
0.79,3.233333333,0.398, 2/09/1997
0.195,3.233333333,0.395, 3/09/1997
1.09375,3.233333333,0.381, 4/09/1997
1.19375,3.233333333,0.365, 5/09/1997
0.3225,3.233333333,0.358, 6/09/1997
0,3.233333333,0.344, 7/09/1997
0,3.233333333,0.324, 8/09/1997
0,3.233333333,0.306, 9/09/1997
5.25625,3.233333333,0.291,10/09/1997
6.77875,3.233333333,0.303,11/09/1997
3.55,3.233333333,0.322,12/09/1997
0.825,3.233333333,0.331,13/09/1997
0,3.233333333,0.328,14/09/1997
0,3.233333333,0.306,15/09/1997
0.44375,3.233333333,0.284,16/09/1997
5.7725,3.233333333,0.274,17/09/1997
6.76,3.233333333,0.297,18/09/1997
5.9675,3.233333333,0.364,19/09/1997
11.0925,3.233333333,0.395,20/09/1997
5.34125,3.233333333,0.566,21/09/1997
0.64,3.233333333,0.51,22/09/1997
4.45875,3.233333333,0.38,23/09/1997
5.6075,3.233333333,0.365,24/09/1997
1.88625,3.233333333,0.397,25/09/1997
0,3.233333333,0.392,26/09/1997
0,3.233333333,0.335,27/09/1997
9.6875,3.233333333,0.298,28/09/1997
9.21875,3.233333333,0.355,29/09/1997
2.04375,3.233333333,0.608,30/09/1997
0,4.516129032,0.44, 1/10/1997
0,4.516129032,0.344, 2/10/1997
0,4.516129032,0.301, 3/10/1997
0,4.516129032,0.265, 4/10/1997
0.1,4.516129032,0.241, 5/10/1997
5.16625,4.516129032,0.235, 6/10/1997
23.53875,4.516129032,0.266, 7/10/1997
12.285,4.516129032,1.11, 8/10/1997
0,4.516129032,0.74, 9/10/1997
0,4.516129032,0.463,10/10/1997
0,4.516129032,0.356,11/10/1997
0,4.516129032,0.295,12/10/1997
0,4.516129032,0.267,13/10/1997
0,4.516129032,0.256,14/10/1997
0,4.516129032,0.241,15/10/1997
0,4.516129032,0.229,16/10/1997
0,4.516129032,0.218,17/10/1997
0,4.516129032,0.206,18/10/1997
16.375,4.516129032,0.198,19/10/1997
12.625,4.516129032,0.316,20/10/1997
8.0925,4.516129032,0.515,21/10/1997
4.785,4.516129032,0.426,22/10/1997
1.45625,4.516129032,0.366,23/10/1997
0.53625,4.516129032,0.333,24/10/1997
0,4.516129032,0.275,25/10/1997
0,4.516129032,0.245,26/10/1997
0,4.516129032,0.223,27/10/1997
0.0375,4.516129032,0.208,28/10/1997
3.8225,4.516129032,0.199,29/10/1997
2.28625,4.516129032,0.215,30/10/1997
0.00375,4.516129032,0.219,31/10/1997
0.2,5.2,0.206, 1/11/1997
0.16375,5.2,0.2, 2/11/1997
0.02625,5.2,0.189, 3/11/1997
12.23125,5.2,0.182, 4/11/1997
45.82625,5.2,2.464, 5/11/1997
43.8425,5.2,3.35, 6/11/1997
12.45625,5.2,5.019, 7/11/1997
2.77875,5.2,1.733, 8/11/1997
2.14,5.2,1.175, 9/11/1997
0.61,5.2,0.893,10/11/1997
0.76375,5.2,0.709,11/11/1997
0.3475,5.2,0.587,12/11/1997
0.00375,5.2,0.526,13/11/1997
10.23125,5.2,0.454,14/11/1997
7.30125,5.2,0.497,15/11/1997
2.97875,5.2,0.528,16/11/1997
21.00625,5.2,0.509,17/11/1997
14.17,5.2,0.94,18/11/1997
1.4325,5.2,0.977,19/11/1997
0.8875,5.2,0.688,20/11/1997
0.5325,5.2,0.574,21/11/1997
0.1875,5.2,0.498,22/11/1997
0.1125,5.2,0.443,23/11/1997
0,5.2,0.408,24/11/1997
0,5.2,0.378,25/11/1997
0,5.2,0.345,26/11/1997
0,5.2,0.315,27/11/1997
0,5.2,0.294,28/11/1997
0.15,5.2,0.275,29/11/1997
18.165,5.2,0.319,30/11/1997
10.845,5.838709677,0.969, 1/12/1997
0,5.838709677,0.572, 2/12/1997
0.00625,5.838709677,0.402, 3/12/1997
0.00375,5.838709677,0.319, 4/12/1997
0,5.838709677,0.283, 5/12/1997
0,5.838709677,0.261, 6/12/1997
8.55625,5.838709677,0.247, 7/12/1997
8.74625,5.838709677,0.246, 8/12/1997
4.23625,5.838709677,0.329, 9/12/1997
3.6725,5.838709677,0.318,10/12/1997
1.9025,5.838709677,0.297,11/12/1997
0.26625,5.838709677,0.282,12/12/1997
0,5.838709677,0.26,13/12/1997
10.0875,5.838709677,0.243,14/12/1997
6.0525,5.838709677,0.261,15/12/1997
0,5.838709677,0.323,16/12/1997
0,5.838709677,0.295,17/12/1997
0,5.838709677,0.236,18/12/1997
0,5.838709677,0.204,19/12/1997
0.525,5.838709677,0.182,20/12/1997
0.55875,5.838709677,0.189,21/12/1997
0.14625,5.838709677,0.234,22/12/1997
4.20625,5.838709677,0.18,23/12/1997
7.07375,5.838709677,0.177,24/12/1997
20.02375,5.838709677,0.425,25/12/1997
10.37625,5.838709677,0.594,26/12/1997
10.40625,5.838709677,0.392,27/12/1997
7.675,5.838709677,0.433,28/12/1997
0.85875,5.838709677,0.53,29/12/1997
1.05,5.838709677,0.452,30/12/1997
0.92375,5.838709677,0.322,31/12/1997
0.62625,5.548387097,0.257, 1/01/1998
0.27,5.548387097,0.233, 2/01/1998
0,5.548387097,0.224, 3/01/1998
0,5.548387097,0.2, 4/01/1998
0,5.548387097,0.186, 5/01/1998
4.01875,5.548387097,0.175, 6/01/1998
2.4175,5.548387097,0.172, 7/01/1998
9.90375,5.548387097,0.183, 8/01/1998
15.9025,5.548387097,0.249, 9/01/1998
17.69625,5.548387097,0.637,10/01/1998
9.5,5.548387097,1.423,11/01/1998
3.69375,5.548387097,1.194,12/01/1998
3.95875,5.548387097,0.726,13/01/1998
2.0975,5.548387097,0.611,14/01/1998
2.13625,5.548387097,0.549,15/01/1998
7.58875,5.548387097,0.458,16/01/1998
5.54,5.548387097,0.543,17/01/1998
1.03,5.548387097,0.766,18/01/1998
0.02625,5.548387097,0.577,19/01/1998
0,5.548387097,0.458,20/01/1998
0,5.548387097,0.378,21/01/1998
0,5.548387097,0.33,22/01/1998
0,5.548387097,0.291,23/01/1998
0,5.548387097,0.261,24/01/1998
0,5.548387097,0.237,25/01/1998
0,5.548387097,0.218,26/01/1998
0,5.548387097,0.205,27/01/1998
1.2875,5.548387097,0.195,28/01/1998
0.95375,5.548387097,0.185,29/01/1998
3.1775,5.548387097,0.182,30/01/1998
30.92875,5.548387097,0.37,31/01/1998
17.48375,5.25,1.478, 1/02/1998
0.01875,5.25,0.644, 2/02/1998
0,5.25,0.417, 3/02/1998
0,5.25,0.318, 4/02/1998
0,5.25,0.27, 5/02/1998
0,5.25,0.244, 6/02/1998
0,5.25,0.224, 7/02/1998
15.70625,5.25,0.205, 8/02/1998
48.6925,5.25,2.087, 9/02/1998
32.48625,5.25,4.626,10/02/1998
6.29875,5.25,2.357,11/02/1998
2.635,5.25,1.64,12/02/1998
1.4225,5.25,1.151,13/02/1998
0.90875,5.25,0.871,14/02/1998
0.48625,5.25,0.713,15/02/1998
0.0225,5.25,0.604,16/02/1998
0.605,5.25,0.542,17/02/1998
0.35625,5.25,0.489,18/02/1998
0,5.25,0.43,19/02/1998
0,5.25,0.391,20/02/1998
0,5.25,0.358,21/02/1998
0,5.25,0.331,22/02/1998
0,5.25,0.304,23/02/1998
0,5.25,0.275,24/02/1998
0,5.25,0.254,25/02/1998
0.175,5.25,0.241,26/02/1998
0.5925,5.25,0.235,27/02/1998
3.46125,5.25,0.236,28/02/1998
2.40125,4.580645161,0.246, 1/03/1998
3.9875,4.580645161,0.246, 2/03/1998
5.64375,4.580645161,0.259, 3/03/1998
3.24,4.580645161,0.249, 4/03/1998
0.70875,4.580645161,0.241, 5/03/1998
0,4.580645161,0.224, 6/03/1998
0.025,4.580645161,0.203, 7/03/1998
0.6775,4.580645161,0.191, 8/03/1998
0.3975,4.580645161,0.183, 9/03/1998
0,4.580645161,0.175,10/03/1998
0,4.580645161,0.16,11/03/1998
0,4.580645161,0.145,12/03/1998
0,4.580645161,0.14,13/03/1998
0,4.580645161,0.132,14/03/1998
0,4.580645161,0.126,15/03/1998
0,4.580645161,0.122,16/03/1998
0.83125,4.580645161,0.118,17/03/1998
3.5925,4.580645161,0.113,18/03/1998
2.89375,4.580645161,0.116,19/03/1998
0.6225,4.580645161,0.131,20/03/1998
0,4.580645161,0.155,21/03/1998
0,4.580645161,0.141,22/03/1998
0,4.580645161,0.125,23/03/1998
0.45,4.580645161,0.113,24/03/1998
2.01375,4.580645161,0.108,25/03/1998
2.115,4.580645161,0.106,26/03/1998
0.64125,4.580645161,0.102,27/03/1998
0,4.580645161,0.099,28/03/1998
0,4.580645161,0.098,29/03/1998
0,4.580645161,0.097,30/03/1998
0,4.580645161,0.094,31/03/1998
3.7625,3.433333333,0.089, 1/04/1998
5.395,3.433333333,0.089, 2/04/1998
6.5575,3.433333333,0.172, 3/04/1998
5.08625,3.433333333,0.235, 4/04/1998
1.36875,3.433333333,0.171, 5/04/1998
1.95625,3.433333333,0.143, 6/04/1998
1.6425,3.433333333,0.127, 7/04/1998
0.28125,3.433333333,0.124, 8/04/1998
0,3.433333333,0.12, 9/04/1998
4.73125,3.433333333,0.115,10/04/1998
3.07,3.433333333,0.112,11/04/1998
0.145,3.433333333,0.116,12/04/1998
0.02875,3.433333333,0.124,13/04/1998
27.73375,3.433333333,0.126,14/04/1998
28.0125,3.433333333,0.583,15/04/1998
16.94125,3.433333333,1.087,16/04/1998
12.71125,3.433333333,0.873,17/04/1998
8.69875,3.433333333,0.9,18/04/1998
3.365,3.433333333,0.75,19/04/1998
3.61,3.433333333,0.597,20/04/1998
1.97875,3.433333333,0.479,21/04/1998
0.285,3.433333333,0.422,22/04/1998
27.1375,3.433333333,0.397,23/04/1998
16.18125,3.433333333,2.547,24/04/1998
0,3.433333333,1.27,25/04/1998
0,3.433333333,0.747,26/04/1998
0,3.433333333,0.542,27/04/1998
0,3.433333333,0.438,28/04/1998
0,3.433333333,0.384,29/04/1998
0,3.433333333,0.353,30/04/1998
0.3375,2.290322581,0.329, 1/05/1998
2.88375,2.290322581,0.306, 2/05/1998
1.615,2.290322581,0.312, 3/05/1998
14.69125,2.290322581,0.311, 4/05/1998
9.41875,2.290322581,0.786, 5/05/1998
0.36375,2.290322581,0.814, 6/05/1998
0,2.290322581,0.55, 7/05/1998
0,2.290322581,0.438, 8/05/1998
0,2.290322581,0.38, 9/05/1998
0,2.290322581,0.347,10/05/1998
0,2.290322581,0.321,11/05/1998
0,2.290322581,0.303,12/05/1998
9.84375,2.290322581,0.301,13/05/1998
14.3625,2.290322581,0.417,14/05/1998
16.42375,2.290322581,1.119,15/05/1998
7.66625,2.290322581,1.655,16/05/1998
1.5825,2.290322581,1.648,17/05/1998
0.86625,2.290322581,1.167,18/05/1998
0.135,2.290322581,0.93,19/05/1998
0,2.290322581,0.799,20/05/1998
0,2.290322581,0.688,21/05/1998
0,2.290322581,0.616,22/05/1998
0,2.290322581,0.569,23/05/1998
0,2.290322581,0.53,24/05/1998
0,2.290322581,0.496,25/05/1998
0,2.290322581,0.449,26/05/1998
0,2.290322581,0.404,27/05/1998
0,2.290322581,0.376,28/05/1998
0,2.290322581,0.346,29/05/1998
0.025,2.290322581,0.323,30/05/1998
5.69,2.290322581,0.305,31/05/1998
3.405,1.8,0.285, 1/06/1998
0.00625,1.8,0.266, 2/06/1998
0.00375,1.8,0.251, 3/06/1998
0,1.8,0.228, 4/06/1998
0,1.8,0.21, 5/06/1998
0,1.8,0.19, 6/06/1998
0.175,1.8,0.177, 7/06/1998
0.105,1.8,0.162, 8/06/1998
0,1.8,0.153, 9/06/1998
0,1.8,0.147,10/06/1998
0.60625,1.8,0.143,11/06/1998
0.36375,1.8,0.14,12/06/1998
0,1.8,0.14,13/06/1998
0,1.8,0.139,14/06/1998
1.1875,1.8,0.146,15/06/1998
4.05,1.8,0.17,16/06/1998
3.14,1.8,0.193,17/06/1998
4.36375,1.8,0.201,18/06/1998
9.72125,1.8,0.207,19/06/1998
4.51375,1.8,0.327,20/06/1998
0.00375,1.8,0.414,21/06/1998
2.475,1.8,0.311,22/06/1998
1.485,1.8,0.25,23/06/1998
0,1.8,0.217,24/06/1998
0,1.8,0.199,25/06/1998
4.625,1.8,0.18,26/06/1998
3,1.8,0.174,27/06/1998
0.4725,1.8,0.171,28/06/1998
2.55875,1.8,0.17,29/06/1998
7.01375,1.8,0.182,30/06/1998
3.36,1.774193548,0.262, 1/07/1998
0,1.774193548,0.3, 2/07/1998
1.4125,1.774193548,0.231, 3/07/1998
1.335,1.774193548,0.211, 4/07/1998
0.29875,1.774193548,0.202, 5/07/1998
0.00375,1.774193548,0.192, 6/07/1998
0.325,1.774193548,0.18, 7/07/1998
2.22,1.774193548,0.173, 8/07/1998
1.215,1.774193548,0.172, 9/07/1998
0,1.774193548,0.17,10/07/1998
3.75,1.774193548,0.161,11/07/1998
7.34375,1.774193548,0.164,12/07/1998
3.6125,1.774193548,0.209,13/07/1998
0.33375,1.774193548,0.212,14/07/1998
0,1.774193548,0.212,15/07/1998
0,1.774193548,0.19,16/07/1998
0,1.774193548,0.173,17/07/1998
4.29375,1.774193548,0.163,18/07/1998
2.61375,1.774193548,0.16,19/07/1998
0.0225,1.774193548,0.16,20/07/1998
0.00625,1.774193548,0.159,21/07/1998
0.00375,1.774193548,0.156,22/07/1998
3.95,1.774193548,0.151,23/07/1998
8.72625,1.774193548,0.151,24/07/1998
8.15125,1.774193548,0.174,25/07/1998
9.3525,1.774193548,0.303,26/07/1998
4.1375,1.774193548,0.406,27/07/1998
6.015,1.774193548,0.36,28/07/1998
3.5775,1.774193548,0.375,29/07/1998
0,1.774193548,0.339,30/07/1998
0,1.774193548,0.259,31/07/1998
0,2.225806452,0.215, 1/08/1998
0,2.225806452,0.194, 2/08/1998
0.325,2.225806452,0.182, 3/08/1998
8.3825,2.225806452,0.173, 4/08/1998
18.1875,2.225806452,0.191, 5/08/1998
7.965,2.225806452,0.666, 6/08/1998
0,2.225806452,0.63, 7/08/1998
0,2.225806452,0.396, 8/08/1998
0.49375,2.225806452,0.3, 9/08/1998
0.29625,2.225806452,0.262,10/08/1998
0,2.225806452,0.236,11/08/1998
0,2.225806452,0.217,12/08/1998
0,2.225806452,0.205,13/08/1998
0,2.225806452,0.197,14/08/1998
7.64375,2.225806452,0.191,15/08/1998
13.6425,2.225806452,0.226,16/08/1998
6.32125,2.225806452,0.372,17/08/1998
4.2825,2.225806452,0.37,18/08/1998
2.25,2.225806452,0.38,19/08/1998
12.8875,2.225806452,0.445,20/08/1998
14.845,2.225806452,0.995,21/08/1998
4.2925,2.225806452,1.013,22/08/1998
4.94625,2.225806452,1.034,23/08/1998
3.63375,2.225806452,0.82,24/08/1998
1.61125,2.225806452,0.659,25/08/1998
5.92375,2.225806452,0.562,26/08/1998
17.27,2.225806452,0.807,27/08/1998
12.5525,2.225806452,2.062,28/08/1998
2.625,2.225806452,1.579,29/08/1998
0.1125,2.225806452,1.295,30/08/1998
0.09375,2.225806452,1.004,31/08/1998
0.05625,3.233333333,0.841, 1/09/1998
0,3.233333333,0.713, 2/09/1998
0,3.233333333,0.625, 3/09/1998
0,3.233333333,0.553, 4/09/1998
2.3125,3.233333333,0.509, 5/09/1998
3.0375,3.233333333,0.498, 6/09/1998
2.265,3.233333333,0.493, 7/09/1998
3.78375,3.233333333,0.481, 8/09/1998
10.27375,3.233333333,0.475, 9/09/1998
9.915,3.233333333,0.843,10/09/1998
33.24625,3.233333333,2.072,11/09/1998
18.53125,3.233333333,10.25,12/09/1998
3.02625,3.233333333,3.127,13/09/1998
5.69875,3.233333333,1.868,14/09/1998
2.4,3.233333333,1.592,15/09/1998
0,3.233333333,1.344,16/09/1998
0,3.233333333,1.061,17/09/1998
0.1125,3.233333333,0.94,18/09/1998
0.0675,3.233333333,0.867,19/09/1998
2.6625,3.233333333,0.791,20/09/1998
3.585,3.233333333,0.752,21/09/1998
3.22375,3.233333333,0.773,22/09/1998
2.04375,3.233333333,0.734,23/09/1998
17.71375,3.233333333,0.67,24/09/1998
