"data for Bass_river(wet)" 
1.0  ! stepsize (days) 
ST1: 8035 time steps 
ST2 
ST3 
*  ! list directed format ok here 
Rain (mm),ET(mm),Runoff (mm/day),Date
0,3.433333333,0.276, 6/04/1980
0,3.433333333,0.27, 7/04/1980
0,3.433333333,0.264, 8/04/1980
0.91875,3.433333333,0.251, 9/04/1980
0.55125,3.433333333,0.25,10/04/1980
0,3.433333333,0.248,11/04/1980
1.09375,3.433333333,0.247,12/04/1980
2.8,3.433333333,0.252,13/04/1980
7.39875,3.433333333,0.249,14/04/1980
15.03,3.433333333,0.337,15/04/1980
8.99875,3.433333333,0.437,16/04/1980
2.95875,3.433333333,0.415,17/04/1980
3.3775,3.433333333,0.391,18/04/1980
2.4825,3.433333333,0.389,19/04/1980
8.355,3.433333333,0.427,20/04/1980
4.635,3.433333333,0.404,21/04/1980
0,3.433333333,0.314,22/04/1980
0,3.433333333,0.275,23/04/1980
1.71875,3.433333333,0.259,24/04/1980
1.03125,3.433333333,0.245,25/04/1980
0,3.433333333,0.245,26/04/1980
4.96875,3.433333333,0.246,27/04/1980
2.98125,3.433333333,0.251,28/04/1980
0,3.433333333,0.245,29/04/1980
0,3.433333333,0.24,30/04/1980
3.00625,2.290322581,0.222, 1/05/1980
5.735,2.290322581,0.325, 2/05/1980
26.62125,2.290322581,0.691, 3/05/1980
95.095,2.290322581,7.69, 4/05/1980
65.62875,2.290322581,26.235, 5/05/1980
63.84,2.290322581,41.595, 6/05/1980
92.5675,2.290322581,28.31, 7/05/1980
100.59,2.290322581,99.535, 8/05/1980
56.38875,2.290322581,191.741, 9/05/1980
10.6875,2.290322581,32.905,10/05/1980
89.08125,2.290322581,14.555,11/05/1980
53.44875,2.290322581,9.684,12/05/1980
1.9,2.290322581,7.192,13/05/1980
4.365,2.290322581,6.272,14/05/1980
5.3225,2.290322581,5.979,15/05/1980
2.0325,2.290322581,5.749,16/05/1980
0,2.290322581,4.635,17/05/1980
7.44375,2.290322581,3.951,18/05/1980
4.46625,2.290322581,3.481,19/05/1980
0,2.290322581,3.145,20/05/1980
0,2.290322581,2.828,21/05/1980
1.18125,2.290322581,2.583,22/05/1980
0.73375,2.290322581,2.437,23/05/1980
0.015,2.290322581,2.26,24/05/1980
0.59375,2.290322581,2.092,25/05/1980
2.26875,2.290322581,2.02,26/05/1980
5.97875,2.290322581,1.996,27/05/1980
9.7925,2.290322581,2.197,28/05/1980
4.13625,2.290322581,2.825,29/05/1980
0,2.290322581,2.086,30/05/1980
0,2.290322581,1.873,31/05/1980
0,1.8,1.728, 1/06/1980
0,1.8,1.633, 2/06/1980
0,1.8,1.555, 3/06/1980
0,1.8,1.473, 4/06/1980
0,1.8,1.404, 5/06/1980
0,1.8,1.337, 6/06/1980
0,1.8,1.289, 7/06/1980
0,1.8,1.239, 8/06/1980
0,1.8,1.193, 9/06/1980
0,1.8,1.162,10/06/1980
0,1.8,1.114,11/06/1980
0,1.8,1.065,12/06/1980
0,1.8,1.039,13/06/1980
0.48125,1.8,1.005,14/06/1980
5.91375,1.8,1.005,15/06/1980
18.40625,1.8,1.41,16/06/1980
9.01875,1.8,1.776,17/06/1980
1.40625,1.8,1.229,18/06/1980
4.20625,1.8,1.051,19/06/1980
2.47375,1.8,1.003,20/06/1980
1.24875,1.8,0.958,21/06/1980
9.77875,1.8,0.988,22/06/1980
6.36,1.8,1.157,23/06/1980
0.50625,1.8,1.049,24/06/1980
0.33125,1.8,0.968,25/06/1980
0.205,1.8,0.932,26/06/1980
0.185,1.8,0.895,27/06/1980
0.10875,1.8,0.871,28/06/1980
0,1.8,0.828,29/06/1980
0,1.8,0.778,30/06/1980
0,1.774193548,0.754, 1/07/1980
0,1.774193548,0.728, 2/07/1980
0,1.774193548,0.704, 3/07/1980
0,1.774193548,0.671, 4/07/1980
0,1.774193548,0.63, 5/07/1980
0,1.774193548,0.604, 6/07/1980
0,1.774193548,0.592, 7/07/1980
0,1.774193548,0.59, 8/07/1980
0,1.774193548,0.571, 9/07/1980
0,1.774193548,0.546,10/07/1980
0,1.774193548,0.526,11/07/1980
0,1.774193548,0.525,12/07/1980
0,1.774193548,0.521,13/07/1980
0,1.774193548,0.509,14/07/1980
1.9375,1.774193548,0.504,15/07/1980
1.725,1.774193548,0.52,16/07/1980
0.3375,1.774193548,0.513,17/07/1980
0,1.774193548,0.48,18/07/1980
0,1.774193548,0.459,19/07/1980
0,1.774193548,0.43,20/07/1980
0,1.774193548,0.425,21/07/1980
0,1.774193548,0.402,22/07/1980
0.01875,1.774193548,0.386,23/07/1980
1.24875,1.774193548,0.383,24/07/1980
1.03,1.774193548,0.389,25/07/1980
2.69125,1.774193548,0.414,26/07/1980
6.9675,1.774193548,0.463,27/07/1980
3.28,1.774193548,0.475,28/07/1980
1.0725,1.774193548,0.438,29/07/1980
16.79125,1.774193548,0.418,30/07/1980
14.55875,1.774193548,0.77,31/07/1980
2.92125,2.225806452,0.893, 1/08/1980
0,2.225806452,0.598, 2/08/1980
0,2.225806452,0.478, 3/08/1980
0.00625,2.225806452,0.412, 4/08/1980
0.00375,2.225806452,0.379, 5/08/1980
0.7,2.225806452,0.371, 6/08/1980
0.42,2.225806452,0.377, 7/08/1980
0,2.225806452,0.376, 8/08/1980
0,2.225806452,0.374, 9/08/1980
0,2.225806452,0.348,10/08/1980
0,2.225806452,0.336,11/08/1980
0,2.225806452,0.322,12/08/1980
0.53125,2.225806452,0.312,13/08/1980
0.31875,2.225806452,0.316,14/08/1980
0,2.225806452,0.318,15/08/1980
0,2.225806452,0.297,16/08/1980
2.66875,2.225806452,0.281,17/08/1980
9.30125,2.225806452,0.285,18/08/1980
9.07,2.225806452,0.312,19/08/1980
2.67,2.225806452,0.401,20/08/1980
0,2.225806452,0.393,21/08/1980
0,2.225806452,0.319,22/08/1980
0,2.225806452,0.295,23/08/1980
1.35,2.225806452,0.276,24/08/1980
2.79125,2.225806452,0.266,25/08/1980
1.18875,2.225806452,0.265,26/08/1980
0,2.225806452,0.264,27/08/1980
0,2.225806452,0.263,28/08/1980
0,2.225806452,0.259,29/08/1980
0,2.225806452,0.255,30/08/1980
0,2.225806452,0.246,31/08/1980
0,3.233333333,0.235, 1/09/1980
0,3.233333333,0.235, 2/09/1980
0,3.233333333,0.233, 3/09/1980
0,3.233333333,0.226, 4/09/1980
0,3.233333333,0.223, 5/09/1980
0,3.233333333,0.215, 6/09/1980
0,3.233333333,0.207, 7/09/1980
0,3.233333333,0.204, 8/09/1980
0,3.233333333,0.201, 9/09/1980
0,3.233333333,0.193,10/09/1980
0,3.233333333,0.176,11/09/1980
0,3.233333333,0.175,12/09/1980
0,3.233333333,0.173,13/09/1980
0,3.233333333,0.168,14/09/1980
0,3.233333333,0.168,15/09/1980
0,3.233333333,0.167,16/09/1980
0,3.233333333,0.159,17/09/1980
0,3.233333333,0.151,18/09/1980
0,3.233333333,0.145,19/09/1980
0,3.233333333,0.139,20/09/1980
0,3.233333333,0.142,21/09/1980
0,3.233333333,0.136,22/09/1980
0,3.233333333,0.133,23/09/1980
0,3.233333333,0.125,24/09/1980
0,3.233333333,0.119,25/09/1980
0,3.233333333,0.122,26/09/1980
0,3.233333333,0.125,27/09/1980
0,3.233333333,0.124,28/09/1980
0,3.233333333,0.118,29/09/1980
0,3.233333333,0.116,30/09/1980
0,4.516129032,0.113, 1/10/1980
0,4.516129032,0.099, 2/10/1980
0,4.516129032,0.088, 3/10/1980
2.8625,4.516129032,0.098, 4/10/1980
2.28,4.516129032,0.12, 5/10/1980
0.6875,4.516129032,0.129, 6/10/1980
0.21,4.516129032,0.129, 7/10/1980
0.0125,4.516129032,0.125, 8/10/1980
0.0075,4.516129032,0.124, 9/10/1980
0.525,4.516129032,0.123,10/10/1980
0.315,4.516129032,0.121,11/10/1980
0.1125,4.516129032,0.12,12/10/1980
0.7175,4.516129032,0.111,13/10/1980
4.265,4.516129032,0.126,14/10/1980
2.325,4.516129032,0.129,15/10/1980
0,4.516129032,0.114,16/10/1980
7.95625,4.516129032,0.103,17/10/1980
5.76125,4.516129032,0.119,18/10/1980
0.5925,4.516129032,0.123,19/10/1980
